"","origin","destinations","tax_year","n","year","total","prop"
"862","MD","pdx","1213",141,"2012",141,1
"863","MO","pdx","1213",161,"2012",161,1
"864","CT","pdx","1213",87,"2012",87,1
"865","NE","pdx","1213",95,"2012",95,1
"866","IN","pdx","1213",107,"2012",107,1
"867","OK","pdx","1213",93,"2012",93,1
"868","VT","pdx","1213",26,"2012",26,1
"869","pdx","pdx","1112",26544,"2011",26544,1
"870","oregon","pdx","1112",9174,"2011",9174,1
"871","WA","pdx","1112",2515,"2011",2515,1
"872","bay_area","pdx","1112",1920,"2011",173900,0.0110408280621047
"873","LA","pdx","1112",2368,"2011",2368,1
"874","puget_sound_area","pdx","1112",3290,"2011",100863,0.0326185023249358
"875","CA","pdx","1112",2056,"2011",2056,1
"876","AZ","pdx","1112",1353,"2011",1353,1
"877","TX","pdx","1112",958,"2011",958,1
"878","NY","pdx","1112",592,"2011",592,1
"879","CO","pdx","1112",747,"2011",747,1
"880","IL","pdx","1112",511,"2011",511,1
"881","NV","pdx","1112",741,"2011",741,1
"882","HI","pdx","1112",521,"2011",521,1
"883","FL","pdx","1112",771,"2011",771,1
"884","UT","pdx","1112",484,"2011",484,1
"885","MA","pdx","1112",285,"2011",285,1
"886","ID","pdx","1112",524,"2011",524,1
"887","MN","pdx","1112",244,"2011",244,1
"888","NM","pdx","1112",212,"2011",212,1
"889","AK","pdx","1112",342,"2011",342,1
"890","PA","pdx","1112",207,"2011",207,1
"891","NC","pdx","1112",175,"2011",175,1
"892","MI","pdx","1112",168,"2011",168,1
"893","OH","pdx","1112",198,"2011",198,1
"894","GA","pdx","1112",253,"2011",253,1
"895","MT","pdx","1112",300,"2011",300,1
"896","WI","pdx","1112",121,"2011",121,1
"897","VA","pdx","1112",170,"2011",170,1
"898","TN","pdx","1112",93,"2011",93,1
"899","DC","pdx","1112",105,"2011",105,1
"900","MD","pdx","1112",153,"2011",153,1
"901","MO","pdx","1112",180,"2011",180,1
"902","CT","pdx","1112",71,"2011",71,1
"903","NE","pdx","1112",35,"2011",35,1
"904","IN","pdx","1112",111,"2011",111,1
"905","OK","pdx","1112",93,"2011",93,1
"906","VT","pdx","1112",39,"2011",39,1
"907","pdx","pdx","1011",20633,"2010",20633,1
"908","oregon","pdx","1011",162060,"2010",162060,1
"909","WA","pdx","1011",1052,"2010",1052,1
"910","bay_area","pdx","1011",1529,"2010",154668,0.00988569064059793
"911","LA","pdx","1011",1761,"2010",1761,1
"912","puget_sound_area","pdx","1011",2039,"2010",88017,0.0231659792994535
"913","CA","pdx","1011",1615,"2010",1615,1
"914","AZ","pdx","1011",1032,"2010",1032,1
"915","TX","pdx","1011",609,"2010",609,1
"916","NY","pdx","1011",555,"2010",555,1
"917","CO","pdx","1011",506,"2010",506,1
"918","IL","pdx","1011",438,"2010",438,1
"919","NV","pdx","1011",525,"2010",525,1
"920","HI","pdx","1011",380,"2010",380,1
"921","FL","pdx","1011",389,"2010",389,1
"922","UT","pdx","1011",355,"2010",355,1
"923","MA","pdx","1011",240,"2010",240,1
"924","ID","pdx","1011",435,"2010",435,1
"925","MN","pdx","1011",207,"2010",207,1
"926","NM","pdx","1011",138,"2010",138,1
"927","AK","pdx","1011",197,"2010",197,1
"928","PA","pdx","1011",199,"2010",199,1
"929","NC","pdx","1011",140,"2010",140,1
"930","MI","pdx","1011",227,"2010",227,1
"931","OH","pdx","1011",214,"2010",214,1
"932","GA","pdx","1011",168,"2010",168,1
"933","MT","pdx","1011",267,"2010",267,1
"934","WI","pdx","1011",181,"2010",181,1
"935","VA","pdx","1011",155,"2010",155,1
"936","TN","pdx","1011",102,"2010",102,1
"937","DC","pdx","1011",74,"2010",74,1
"938","MD","pdx","1011",101,"2010",101,1
"939","MO","pdx","1011",144,"2010",144,1
"940","CT","pdx","1011",51,"2010",51,1
"941","NE","pdx","1011",68,"2010",68,1
"942","IN","pdx","1011",90,"2010",90,1
"943","OK","pdx","1011",51,"2010",51,1
"944","VT","pdx","1011",40,"2010",40,1
"945","pdx","pdx","0910",21502,"2009",21502,1
"946","oregon","pdx","0910",156042,"2009",156042,1
"947","WA","pdx","0910",899,"2009",899,1
"948","bay_area","pdx","0910",1428,"2009",157795,0.00904971640419532
"949","LA","pdx","0910",1723,"2009",1723,1
"950","puget_sound_area","pdx","0910",1791,"2009",88697,0.0201923402144379
"951","CA","pdx","0910",1400,"2009",1400,1
"952","AZ","pdx","0910",861,"2009",861,1
"953","TX","pdx","0910",458,"2009",458,1
"954","NY","pdx","0910",543,"2009",543,1
"955","CO","pdx","0910",352,"2009",352,1
"956","IL","pdx","0910",333,"2009",333,1
"957","NV","pdx","0910",473,"2009",473,1
"958","HI","pdx","0910",337,"2009",337,1
"959","FL","pdx","0910",292,"2009",292,1
"960","UT","pdx","0910",368,"2009",368,1
"961","MA","pdx","0910",251,"2009",251,1
"962","ID","pdx","0910",346,"2009",346,1
"963","MN","pdx","0910",229,"2009",229,1
"964","NM","pdx","0910",137,"2009",137,1
"965","AK","pdx","0910",207,"2009",207,1
"966","PA","pdx","0910",181,"2009",181,1
"967","NC","pdx","0910",105,"2009",105,1
"968","MI","pdx","0910",203,"2009",203,1
"969","OH","pdx","0910",169,"2009",169,1
"970","GA","pdx","0910",124,"2009",124,1
"971","MT","pdx","0910",202,"2009",202,1
"972","WI","pdx","0910",95,"2009",95,1
"973","VA","pdx","0910",126,"2009",126,1
"974","TN","pdx","0910",58,"2009",58,1
"975","DC","pdx","0910",58,"2009",58,1
"976","MD","pdx","0910",97,"2009",97,1
"977","MO","pdx","0910",106,"2009",106,1
"978","CT","pdx","0910",65,"2009",65,1
"979","NE","pdx","0910",38,"2009",38,1
"980","IN","pdx","0910",69,"2009",69,1
"981","OK","pdx","0910",49,"2009",49,1
"982","VT","pdx","0910",26,"2009",26,1
"983","pdx","pdx","0809",20841,"2008",20841,1
"984","oregon","pdx","0809",169500,"2008",169500,1
"985","WA","pdx","0809",1080,"2008",1080,1
"986","bay_area","pdx","0809",1772,"2008",155737,0.0113781567642885
"987","LA","pdx","0809",2102,"2008",2102,1
"988","puget_sound_area","pdx","0809",2015,"2008",91774,0.0219561095735176
"989","CA","pdx","0809",1740,"2008",1740,1
"990","AZ","pdx","0809",1115,"2008",1115,1
"991","TX","pdx","0809",685,"2008",685,1
"992","NY","pdx","0809",594,"2008",594,1
"993","CO","pdx","0809",593,"2008",593,1
"994","IL","pdx","0809",446,"2008",446,1
"995","NV","pdx","0809",565,"2008",565,1
"996","HI","pdx","0809",433,"2008",433,1
"997","FL","pdx","0809",443,"2008",443,1
"998","UT","pdx","0809",386,"2008",386,1
"999","MA","pdx","0809",294,"2008",294,1
"1000","ID","pdx","0809",463,"2008",463,1
"1001","MN","pdx","0809",229,"2008",229,1
"1002","NM","pdx","0809",175,"2008",175,1
"1003","AK","pdx","0809",276,"2008",276,1
"1004","PA","pdx","0809",220,"2008",220,1
"1005","NC","pdx","0809",170,"2008",170,1
"1006","MI","pdx","0809",285,"2008",285,1
"1007","OH","pdx","0809",222,"2008",222,1
"1008","GA","pdx","0809",151,"2008",151,1
"1009","MT","pdx","0809",285,"2008",285,1
"1010","WI","pdx","0809",183,"2008",183,1
"1011","VA","pdx","0809",193,"2008",193,1
"1012","TN","pdx","0809",83,"2008",83,1
"1013","DC","pdx","0809",94,"2008",94,1
"1014","MD","pdx","0809",161,"2008",161,1
"1015","MO","pdx","0809",143,"2008",143,1
"1016","CT","pdx","0809",71,"2008",71,1
"1017","NE","pdx","0809",57,"2008",57,1
"1018","IN","pdx","0809",115,"2008",115,1
"1019","OK","pdx","0809",76,"2008",76,1
"1020","VT","pdx","0809",39,"2008",39,1
