"","county","total_pop","job","n_county","prop_county","job_class","job_type","n_county_type","prop_county_type","n_county_class","prop_county_class","year"
"52","Kitsap ",113904," Health technologists and technicians",2439,0.0214127686472819,"white_collar","healthcare",8701,0.0763888888888889,50112,0.439949431099874,2016
"53","Pierce ",392703," Health technologists and technicians",7431,0.0189226973055974,"white_collar","healthcare",31887,0.0811987685349997,153447,0.390745678031489,2016
"54","Snohomish ",402023," Health technologists and technicians",6698,0.016660738315967,"white_collar","healthcare",29369,0.0730530342791333,182799,0.454697865545006,2016
"55","Thurston ",122393," Health technologists and technicians",1605,0.0131134950528216,"white_collar","healthcare",10144,0.0828805568945936,60869,0.497324193377072,2016
"56","King ",1172234," Nursing, psychiatric, and home health aides",6167,0.00526089500901697,"white_collar","healthcare",81371,0.0694153215143052,661511,0.564316510184827,2016
"57","Kitsap ",113904," Nursing, psychiatric, and home health aides",791,0.00694444444444444,"white_collar","healthcare",8701,0.0763888888888889,50112,0.439949431099874,2016
"58","Pierce ",392703," Nursing, psychiatric, and home health aides",3954,0.0100686778557841,"white_collar","healthcare",31887,0.0811987685349997,153447,0.390745678031489,2016
"59","Snohomish ",402023," Nursing, psychiatric, and home health aides",3277,0.00815127492705641,"white_collar","healthcare",29369,0.0730530342791333,182799,0.454697865545006,2016
"60","Thurston ",122393," Nursing, psychiatric, and home health aides",1022,0.00835015074391509,"white_collar","healthcare",10144,0.0828805568945936,60869,0.497324193377072,2016
"61","King ",1172234," Occupational and physical therapist assistants and aides",983,0.000838569773611753,"white_collar","healthcare",81371,0.0694153215143052,661511,0.564316510184827,2016
"62","Kitsap ",113904," Occupational and physical therapist assistants and aides",139,0.00122032588846748,"white_collar","healthcare",8701,0.0763888888888889,50112,0.439949431099874,2016
"63","Pierce ",392703," Occupational and physical therapist assistants and aides",303,0.000771575465428072,"white_collar","healthcare",31887,0.0811987685349997,153447,0.390745678031489,2016
"64","Snohomish ",402023," Occupational and physical therapist assistants and aides",135,0.000335801682988287,"white_collar","healthcare",29369,0.0730530342791333,182799,0.454697865545006,2016
"65","Thurston ",122393," Occupational and physical therapist assistants and aides",44,0.000359497683691061,"white_collar","healthcare",10144,0.0828805568945936,60869,0.497324193377072,2016
"66","King ",1172234," Other healthcare support occupations",11196,0.00955099408479877,"white_collar","healthcare",81371,0.0694153215143052,661511,0.564316510184827,2016
"67","Kitsap ",113904," Other healthcare support occupations",2082,0.0182785503581964,"white_collar","healthcare",8701,0.0763888888888889,50112,0.439949431099874,2016
"68","Pierce ",392703," Other healthcare support occupations",5226,0.0133077669383733,"white_collar","healthcare",31887,0.0811987685349997,153447,0.390745678031489,2016
"69","Snohomish ",402023," Other healthcare support occupations",5104,0.0126957910368312,"white_collar","healthcare",29369,0.0730530342791333,182799,0.454697865545006,2016
"70","Thurston ",122393," Other healthcare support occupations",1767,0.0144371001609569,"white_collar","healthcare",10144,0.0828805568945936,60869,0.497324193377072,2016
"71","King ",1172234," Fire fighting and prevention workers",1415,0.00120709687656219,"blue_collar","civil_servant",11205,0.0095586717327769,449402,0.383372261852156,2016
"72","Kitsap ",113904," Fire fighting and prevention workers",442,0.00388046073886782,"blue_collar","civil_servant",2102,0.0184541368169687,55859,0.490404200028094,2016
"73","Pierce ",392703," Fire fighting and prevention workers",1094,0.00278582032732116,"blue_collar","civil_servant",8291,0.0211126474714988,210413,0.535806958439329,2016
"74","Snohomish ",402023," Fire fighting and prevention workers",851,0.0021167943127632,"blue_collar","civil_servant",6183,0.0153797170808635,190550,0.473977856988282,2016
"75","Thurston ",122393," Fire fighting and prevention workers",354,0.00289232227333263,"blue_collar","civil_servant",2184,0.0178441577541199,53484,0.436985775330288,2016
"76","King ",1172234," Law enforcement workers",2479,0.00211476548197715,"blue_collar","civil_servant",11205,0.0095586717327769,449402,0.383372261852156,2016
"77","Kitsap ",113904," Law enforcement workers",1138,0.00999086950414384,"blue_collar","civil_servant",2102,0.0184541368169687,55859,0.490404200028094,2016
"78","Pierce ",392703," Law enforcement workers",3203,0.00815629114114229,"blue_collar","civil_servant",8291,0.0211126474714988,210413,0.535806958439329,2016
"79","Snohomish ",402023," Law enforcement workers",2887,0.00718118117620136,"blue_collar","civil_servant",6183,0.0153797170808635,190550,0.473977856988282,2016
